1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME (Last; First),TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)"
4282,South Carolina,SC,1,H6SC01136,,Ben,Frasier,Frasier; Ben,,DEM,10566,55.70%,,,67008,28.67%,,
4283,South Carolina,SC,1,H0SC01212,,Robert D.,Burton,Burton; Robert D.,,DEM,8402,44.30%,,,,,,
4284,South Carolina,SC,1,n/a,,,,,Party Votes:,DEM,18968,,,,,,,
4285,South Carolina,SC,1,H0SC01345,,Rob,Groce,Groce; Rob,,WF,*,,,,4148,1.77%,,
4286,South Carolina,SC,1,H0SC01196,,Robert,Dobbs,Dobbs; Robert,,GRE,*,,,,3369,1.44%,,
4287,South Carolina,SC,1,H0SC01352,,Keith,Blandford,Blandford; Keith,,LIB,*,,,,2750,1.18%,,
4288,South Carolina,SC,1,H0SC01337,,Jimmy,Wood,Wood; Jimmy,,IDP,*,,,,2489,1.07%,,
4289,South Carolina,SC,1,H0SC01329,,M. E. Mac,McCullough,McCullough; M. E. Mac,,UC,*,,,,1013,0.43%,,
4290,South Carolina,SC,1,n/a,,,Scattered,Scattered,,W,,,,,163,0.07%,,
4291,South Carolina,SC,1,n/a,,,,,District Votes:,,99813,,68788,,233695,,,
4292,South Carolina,SC,,n/a,,,,,,,,,,,,,,
4293,South Carolina,SC,2,H2SC02059,(I),Joe,Wilson,Wilson; Joe,,REP,64973,83.41%,,,138861,53.48%,,
4294,South Carolina,SC,2,H8SC02098,,Phil,Black,Black; Phil,,REP,12923,16.59%,,,,,,
4295,South Carolina,SC,2,n/a,,,,,Party Votes:,REP,77896,,,,,,,
4296,South Carolina,SC,2,H8SC02080,,Rob,Miller,Miller; Rob,,DEM,Unopposed,,,,113625,43.76%,,
4297,South Carolina,SC,2,H0SC02053,,Eddie,McCain,McCain; Eddie,,LIB,*,,,,4228,1.63%,,
4298,South Carolina,SC,2,H0SC02046,,Marc,Beaman,Beaman; Marc,,CON,*,,,,2856,1.10%,,
4299,South Carolina,SC,2,n/a,,,Scattered,Scattered,,W,,,,,102,0.04%,,
4300,South Carolina,SC,2,n/a,,,,,District Votes:,,77896,,,,259672,,,
4301,South Carolina,SC,,n/a,,,,,,,,,,,,,,
4302,South Carolina,SC,3,H0SC03077,,Jeff,Duncan,Duncan; Jeff,,REP,19051,23.08%,37352,51.49%,126235,62.46%,,
4303,South Carolina,SC,3,H0SC03093,,Richard,Cash,Cash; Richard,,REP,20923,25.35%,35185,48.51%,,,,
4304,South Carolina,SC,3,H0SC03101,,Rex,Rice,Rice; Rex,,REP,16071,19.47%,,,,,,
4305,South Carolina,SC,3,H0SC03135,,Joe,Grimaud,Grimaud; Joe,,REP,15503,18.78%,,,,,,
4306,South Carolina,SC,3,H0SC03127,,Neal,Collins,Collins; Neal,,REP,6787,8.22%,,,,,,
4307,South Carolina,SC,3,H0SC03069,,Frank Michael,Vasovski,Vasovski; Frank Michael,,REP,4216,5.11%,,,,,,
4308,South Carolina,SC,3,n/a,,,,,Party Votes:,REP,82551,,72537,,,,,
4309,South Carolina,SC,3,H0SC03054,,Jane Ballard,Dyer,Dyer; Jane Ballard,,,,,Combined Parties:,,,,73095,36.17%
4310,South Carolina,SC,3,H8SC03054,,Jane Ballard,Dyer,Dyer; Jane Ballard,,DEM,10551,65.17%,,,66497,32.90%,,
4311,South Carolina,SC,3,H8SC03062,,"Brian ""Ryan B.""",Doyle,"Doyle; Brian ""Ryan B.""",,DEM,5639,34.83%,,,,,,
4312,South Carolina,SC,3,n/a,,,,,Party Votes:,DEM,16190,,,,,,,
4313,South Carolina,SC,3,H8SC03054,,Jane Ballard,Dyer,Dyer; Jane Ballard,,WF,*,,,,6598,3.26%,,
4314,South Carolina,SC,3,H0SC03143,,John,Dalen,Dalen; John,,CON,*,,,,2682,1.33%,,
4315,South Carolina,SC,3,n/a,,,Scattered,Scattered,,W,,,,,96,0.05%,,
4316,South Carolina,SC,3,n/a,,,,,District Votes:,,98741,,72537,,202108,,73095,36.17%
4317,South Carolina,SC,,n/a,,,,,,,,,,,,,,
4318,South Carolina,SC,4,H0SC04257,,Trey,Gowdy,Gowdy; Trey,,REP,34103,39.22%,54412,70.66%,137586,63.45%,,
4319,South Carolina,SC,4,H2SC04022,(I),Bob,Inglis,Inglis; Bob,,REP,23877,27.46%,22590,29.34%,,,,
4320,South Carolina,SC,4,H0SC04224,,Jim,Lee,Lee; Jim,,REP,11854,13.63%,,,,,,
4321,South Carolina,SC,4,H0SC04182,,David,Thomas,Thomas; David,,REP,11073,12.74%,,,,,,
4322,South Carolina,SC,4,H0SC04232,,Christina,Jeffrey,Jeffrey; Christina,,REP,6041,6.95%,,,,,,
4323,South Carolina,SC,4,n/a,,,,,Party Votes:,REP,86948,,77002,,,,,
4324,South Carolina,SC,4,H8SC04177,,Paul,Corden,Corden; Paul,,DEM,Unopposed,,,,62438,28.79%,,
4325,South Carolina,SC,4,H0SC04265,,Dave,Edwards,Edwards; Dave,,CON,*,,,,11059,5.10%,,
4326,South Carolina,SC,4,H0SC04273,,Rick,Mahler,Mahler; Rick,,LIB,*,,,,3010,1.39%,,
4327,South Carolina,SC,4,H6SC04130,,C. Faye,Walters,Walters; C. Faye,,GRE,*,,,,2564,1.18%,,
4328,South Carolina,SC,4,n/a,,,Scattered,Scattered,,W,,,,,181,0.08%,,
4329,South Carolina,SC,4,n/a,,,,,District Votes:,,86948,,77002,,216838,,,
4330,South Carolina,SC,,n/a,,,,,,,,,,,,,,
4331,South Carolina,SC,5,H0SC05031,,Mick,Mulvaney,Mulvaney; Mick,,REP,Unopposed,,,,125834,55.12%,,
4332,South Carolina,SC,5,H2SC05052,(I),John,Spratt,Spratt; John,,DEM,Unopposed,,,,102296,44.81%,,
4333,South Carolina,SC,5,n/a,,,Scattered,Scattered,,W,,,,,156,0.07%,,
4334,South Carolina,SC,5,n/a,,,,,District Votes:,,,,,,228286,,,
4335,South Carolina,SC,,n/a,,,,,,,,,,,,,,
4336,South Carolina,SC,6,H2SC02042,(I),"James E. ""Jim""",Clyburn,"Clyburn; James E. ""Jim""",,DEM,50138,90.07%,,,125459,62.86%,,
4337,South Carolina,SC,6,H0SC06187,,Gregory,Brown,Brown; Gregory,,DEM,5527,9.93%,,,,,,
4338,South Carolina,SC,6,n/a,,,,,Party Votes:,DEM,55665,,,,,,,
4339,South Carolina,SC,6,H0SC06195,,Jim,Pratt,Pratt; Jim,,REP,15709,48.93%,13689,50.20%,72661,36.41%,,
4340,South Carolina,SC,6,H8SC06099,,Nancy,Harrelson,Harrelson; Nancy,,REP,13487,42.01%,13578,49.80%,,,,
4341,South Carolina,SC,6,H0SC06203,,Colleen,Payne,Payne; Colleen,,REP,2911,9.07%,,,,,,
4342,South Carolina,SC,6,n/a,,,,,Party Votes:,REP,32107,,27267,,,,,
4343,South Carolina,SC,6,H0SC06211,,Nammu Y.,Muhammad,Muhammad; Nammu Y.,,GRE,*,,,,1389,0.70%,,
4344,South Carolina,SC,6,n/a,,,Scattered,Scattered,,W,,,,,81,0.04%,,
4345,South Carolina,SC,6,n/a,,,,,District Votes:,,87772,,27267,,199590,,,
4346,South Carolina,SC,H,n/a,,,,,Total State Votes:,,451170,,245594,,1340189,,,
4347,South Carolina,SC,,n/a,,,,,,,,,,,,,,
4348,South Carolina,SC,S,S4SC00083,(I),Jim,DeMint,DeMint; Jim,,REP,342464,82.99%,,,810771,61.48%,,
4349,South Carolina,SC,S,S0SC00206,,Susan McDonald,Gaddy,Gaddy; Susan McDonald,,REP,70194,17.01%,,,,,,
4350,South Carolina,SC,S,n/a,,,,,Party Votes:,REP,412658,,,,,,,
4351,South Carolina,SC,S,S0SC00198,,Alvin M.,Greene,Greene; Alvin M.,,DEM,100362,58.96%,,,364598,27.65%,,
4352,South Carolina,SC,S,S0SC00180,,Vic,Rawl,Rawl; Vic,,DEM,69853,41.04%,,,,,,
4353,South Carolina,SC,S,n/a,,,,,Party Votes:,DEM,170215,,,,,,,
4354,South Carolina,SC,S,S0SC00214,,Tom,Clements,Clements; Tom,,GRE,*,,,,121472,9.21%,,
4355,South Carolina,SC,S,n/a,,,Scattered,Scattered,,W,,,,,21953,1.66%,,
4356,South Carolina,SC,S,n/a,,,,,Total State Votes:,,582873,,,,1318794,,,
4357,,,,n/a,,,,,,,,,,,,,,
4358,South Dakota,SD,0,H0SD00054,,Kristi,Noem,Noem; Kristi,,REP,34527,42.09%,,,153703,48.12%,,
4359,South Dakota,SD,0,H0SD00039,,Chris,Nelson,Nelson; Chris,,REP,28380,34.59%,,,,,,
4360,South Dakota,SD,0,H0SD00021,,Blake,Curd,Curd; Blake,,REP,19134,23.32%,,,,,,
4361,South Dakota,SD,0,n/a,,,,,Party Votes:,REP,82041,,,,,,,
4362,South Dakota,SD,0,H2SD00092,(I),Stephanie Herseth,Sandlin,Sandlin; Stephanie Herseth,,DEM,Unopposed,,,,146589,45.89%,,
4363,South Dakota,SD,0,H0SD00070,,B. Thomas,Marking,Marking; B. Thomas,,IND,,,,,19134,5.99%,,
4364,South Dakota,SD,0,n/a,,,,,District Votes:,,82041,,,,319426,,,
4365,South Dakota,SD,H,n/a,,,,,Total State Votes:,,82041,,,,319426,,,
4366,South Dakota,SD,,n/a,,,,,,,,,,,,,,
4367,South Dakota,SD,S,S2SD00068,(I),John R.,Thune,Thune; John R.,,REP,Unopposed,,,,227947,100.00%,,
4368,South Dakota,SD,S,n/a,,,,,Total State Votes:,,,,,,227947,,,
4369,,,,n/a,,,,,,,,,,,,,,
4370,Tennessee,TN,1,H6TN01388,(I),David Philip,Roe,Roe; David Philip,,REP,78862,,,,123006,80.84%,,
4371,Tennessee,TN,1,H6TN01487,,Mahmood (Michael),Sabri,Sabri; Mahmood (Michael),,REP,3546,,,,,,,
4372,Tennessee,TN,1,n/a,,,,,Party Votes:,REP,82408,,,,,,,
4373,Tennessee,TN,1,H0TN01027 ,,Michael Edward,Clark,Clark; Michael Edward,,DEM,9012,,,,26045,17.12%,,
4374,Tennessee,TN,1,n/a,,,,,Party Votes:,DEM,9012,,,,,,,
4375,Tennessee,TN,1,H0TN01035,,Kermit E.,Steck,Steck; Kermit E.,,IND,,,,,3110,2.04%,,
4376,Tennessee,TN,1,n/a,,,,,District Votes:,,91420,,,,152161,,,
4377,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4378,Tennessee,TN,2,H8TN02069,(I),John J. Jr.,Duncan,Duncan; John J.; Jr.,,REP,92414,,,,141796,81.78%,,
4379,Tennessee,TN,2,n/a,,,,,Party Votes:,REP,92414,,,,,,,
4380,Tennessee,TN,2,H0TN02058 ,,Dave,Hancock,Hancock; Dave,,DEM,9778,,,,25400,14.65%,,
4381,Tennessee,TN,2,n/a,,,,,Party Votes:,DEM,9778,,,,,,,
4382,Tennessee,TN,2,H0TN02082,,Joseph R. Jr.,Leinweber,Leinweber; Joseph R.; Jr.,,IND,,,,,2497,1.44%,,
4383,Tennessee,TN,2,H0TN02066 ,,D.H. (Andy),Andrew,Andrew; D.H. (Andy),,IND,,,,,1993,1.15%,,
4384,Tennessee,TN,2,H4TN02035,,Greg ,Samples,Samples; Greg ,,IND,,,,,1185,0.68%,,
4385,Tennessee,TN,2,H0TN02074,,H. James,Headings,Headings; H. James,,IND,,,,,509,0.29%,,
4386,Tennessee,TN,2,n/a,,,,,District Votes:,,102192,,,,173380,,,
4387,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4388,Tennessee,TN,3,H0TH03254,,Chuck ,Fleischmann,Fleischmann; Chuck ,,REP,26869,,,,92032,56.79%,,
4389,Tennessee,TN,3,H0TN03296,,Robin,Smith,Smith; Robin,,REP,25454,,,,,,,
4390,Tennessee,TN,3,H0TN03213,,Tim,Gobble,Gobble; Tim,,REP,14274,,,,,,,
4391,Tennessee,TN,3,H0TN03270,,Van,Irion,Irion; Van,,REP,10492,,,,,,,
4392,Tennessee,TN,3,H0TN03288,,Tommy ,Crangle,Crangle; Tommy ,,REP,5149,,,,,,,
4393,Tennessee,TN,3,H0TN03239,,Art,Rhodes,Rhodes; Art,,REP,4552,,,,,,,
4394,Tennessee,TN,3,H4TN03165,,"Jean ""Lady J""",Howard-Hill,"Howard-Hill; Jean ""Lady J""",,REP,1259,,,,,,,
4395,Tennessee,TN,3,H0TN03361,,Rick,Kernea,Kernea; Rick,,REP,739,,,,,,,
4396,Tennessee,TN,3,H0TN03353 ,,Harvey,Howard,Howard; Harvey,,REP,670,,,,,,,
4397,Tennessee,TN,3,H0TN03411,,Basil Sr.,Marceaux,Marceaux; Basil; Sr.,,REP,655,,,,,,,
4398,Tennessee,TN,3,H0TN03379,,Grover,Travillian,Travillian; Grover,,,440,,,,,,,
4399,Tennessee,TN,3,n/a,,,,,Party Votes:,REP,90553,,,,,,,
4400,Tennessee,TN,3,H0TN03346 ,,John ,Wolfe,Wolfe; John ,,DEM,7006,,,,45387,28.01%,,
4401,Tennessee,TN,3,H0TN03312,,Brenda Freeman,Short,Short; Brenda Freeman,,DEM,4530,,,,,,,
4402,Tennessee,TN,3,H0TN03338 ,,Brent Davis,Staton,Staton; Brent Davis,,DEM,3814,,,,,,,
4403,Tennessee,TN,3,H0TN03320,,Alicia ,Mitchell,Mitchell; Alicia ,,DEM,2647,,,,,,,
4404,Tennessee,TN,3,n/a,,Larry J. Sr,Abeare,Abeare; Larry J.; Sr,,W(DEM),3,,,,,,,
4405,Tennessee,TN,3,n/a,,,,,Party Votes:,DEM,18000,,,,,,,
4406,Tennessee,TN,3,H0TN03403,,Savas T.,Kyriakidis,Kyriakidis; Savas T.,,IND,,,,,17077,10.54%,,
4407,Tennessee,TN,3,H0TN03221,,Mark,DeVol,DeVol; Mark,,IND,,,,,5773,3.56%,,
4408,Tennessee,TN,3,H0TN03429,,Don ,Barkman,Barkman; Don ,,IND,,,,,811,0.50%,,
4409,Tennessee,TN,3,H0TN03387,,Gregory C.,Goodwin,Goodwin; Gregory C.,,IND,,,,,380,0.23%,,
4410,Tennessee,TN,3,H0TN03395 ,,Robert ,Humphries,Humphries; Robert ,,IND,,,,,380,0.23%,,
4411,Tennessee,TN,3,H0TN03304,,Mo,Kiah,Kiah; Mo,,IND,,,,,216,0.13%,,
4412,Tennessee,TN,3,n/a,,,,,District Votes:,,108553,,,,162056,,,
4413,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4414,Tennessee,TN,4,H0TN04195,,Scott,DesJarlais,DesJarlais; Scott,,REP,27812,,,,103969,57.07%,,
4415,Tennessee,TN,4,H0TN04203,,Jack,Bailey,Bailey; Jack,,REP,20420,,,,,,,
4416,Tennessee,TN,4,H8TN04057,,Kent,Greenough,Greenough; Kent,,REP,11413,,,,,,,
4417,Tennessee,TN,4,H0TN04229,,Ronald L. ,Harwell,Harwell; Ronald L. ,,REP,9237,,,,,,,
4418,Tennessee,TN,4,H6TN04176,,"Donald ""Don""",Strong,"Strong; Donald ""Don""",,REP,5992,,,,,,,
4419,Tennessee,TN,4,n/a,,,,,Party Votes:,REP,74874,,,,,,,
4420,Tennessee,TN,4,H4TN04203,(I),Lincoln,Davis,Davis; Lincoln,,DEM,41573,,,,70254,38.56%,,
4421,Tennessee,TN,4,n/a,,,,,Party Votes:,DEM,41573,,,,,,,
4422,Tennessee,TN,4,H0TN04237,,Paul H.,Curtis,Curtis; Paul H.,,IND,,,,,3178,1.74%,,
4423,Tennessee,TN,4,H0TN04252 ,,Gerald,York,York; Gerald,,IND,,,,,2159,1.19%,,
4424,Tennessee,TN,4,H8TN04065,,James,Gray,Gray; James,,IND,,,,,1714,0.94%,,
4425,Tennessee,TN,4,H0TN04245 ,,Richard S.,Johnson,Johnson; Richard S.,,IND,,,,,917,0.50%,,
4426,Tennessee,TN,4,n/a,,,,,District Votes:,,116447,,,,182191,,,
4427,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4428,Tennessee,TN,5,H2TN05131,(I),Jim,Cooper,Cooper; Jim,,DEM,28660,,,,99162,56.23%,,
4429,Tennessee,TN,5,H0TN05200 ,,Eric,Pearson,Pearson; Eric,,DEM,2214,,,,,,,
4430,Tennessee,TN,5,H0TN05218,,Eric,Schechter,Schechter; Eric,,DEM,1213,,,,,,,
4431,Tennessee,TN,5,n/a,,,,,Party Votes:,DEM,32087,,,,,,,
4432,Tennessee,TN,5,H0TN05184,,David ,Hall,Hall; David ,,REP,11933,,,,74204,42.07%,,
4433,Tennessee,TN,5,H0TN05143,,Jeffery Alan,Hartline,Hartline; Jeffery Alan,,REP,10009,,,,,,,
4434,Tennessee,TN,5,H0TN05309,,CeCe,Heil,Heil; CeCe,,REP,9767,,,,,,,
4435,Tennessee,TN,5,H8TN05260,,Vijay ,Kumar,Kumar; Vijay ,,REP,3158,,,,,,,
4436,Tennessee,TN,5,H0TN05226 ,,Bob ,Schwartz,Schwartz; Bob ,,REP,2375,,,,,,,
4437,Tennessee,TN,5,H0TN05168,,Lonnie ,Spivak,Spivak; Lonnie ,,REP,1530,,,,,,,
4438,Tennessee,TN,5,H0TN05168,,Jarod D.,Scott,Scott; Jarod D.,,REP,1385,,,,,,,
4439,Tennessee,TN,5,H0TN05127,,Patrick ,Miranda,Miranda; Patrick ,,REP,1212,,,,,,,
4440,Tennessee,TN,5,H0TN05242 ,,Tracy C.,Tarum,Tarum; Tracy C.,,REP,1129,,,,,,,
4441,Tennessee,TN,5,H0TN05150,,Bob ,Ries,Ries; Bob ,,REP,562,,,,,,,
4442,Tennessee,TN,5,H0TN05234,,Alvin M.,Strauss,Strauss; Alvin M.,,REP,319,,,,,,,
4443,Tennessee,TN,5,n/a,,,,,Party Votes:,REP,43379,,,,,,,
4444,Tennessee,TN,5,H0TN05101,,Stephen W. ,Collings,Collings; Stephen W. ,,IND,,,,,584,0.33%,,
4445,Tennessee,TN,5,H0TN05275 ,,"John ""Big John""",Smith,"Smith; John ""Big John""",,IND,,,,,533,0.30%,,
4446,Tennessee,TN,5,H0TN05119,,Jackie ,Miller,Miller; Jackie ,,IND,,,,,444,0.25%,,
4447,Tennessee,TN,5,H8TN05252,,John P.,Miglietta,Miglietta; John P.,,IND,,,,,396,0.22%,,
4448,Tennessee,TN,5,H0TN05259 ,,Bill ,Crook,Crook; Bill ,,IND,,,,,391,0.22%,,
4449,Tennessee,TN,5,H0TN05291,,James G. II,Whitfield,Whitfield; James G.; II,,IND,,,,,333,0.19%,,
4450,Tennessee,TN,5,H0TN05267 ,,Joe D. Jr.,Moore,Moore; Joe D.; Jr.,,IND,,,,,159,0.09%,,
4451,Tennessee,TN,5,H0TN05283 ,,Clark ,Taylor,Taylor; Clark ,,IND,,,,,156,0.09%,,
4452,Tennessee,TN,5,n/a,,,,,District Votes:,,75466,,,,176362,,,
4453,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4454,Tennessee,TN,6,H0TN06257,,Diane ,Black,Black; Diane ,,REP,24374,,,,128517,67.26%,,
4455,Tennessee,TN,6,H0TN06224,,Lou Ann,Zelenik,Zelenik; Lou Ann,,REP,24091,,,,,,,
4456,Tennessee,TN,6,H0TN06240,,Jim ,Tracy,Tracy; Jim ,,REP,23808,,,,,,,
4457,Tennessee,TN,6,H0TN06208,,Dave ,Evans,Evans; Dave ,,REP,3974,,,,,,,
4458,Tennessee,TN,6,H0TN06216,,Kerry E.,Roberts,Roberts; Kerry E.,,REP,2482,,,,,,,
4459,Tennessee,TN,6,H0TN06323,,Bruce ,McLellan,McLellan; Bruce ,,REP,695,,,,,,,
4460,Tennessee,TN,6,H0TN06216,,Gary Dewitt ,Mann,Mann; Gary Dewitt ,,REP,465,,,,,,,
4461,Tennessee,TN,6,n/a,,,,,Party Votes:,REP,79889,,,,,,,
4462,Tennessee,TN,6,H0TN06273,,Brett ,Carter,Carter; Brett ,,DEM,9430,,,,56145,29.38%,,
4463,Tennessee,TN,6,H0TN06281,,Ben,Leming,Leming; Ben,,DEM,9208,,,,,,,
4464,Tennessee,TN,6,H0TN06307,,Henry Clay,Barry,Barry; Henry Clay,,DEM,8917,,,,,,,
4465,Tennessee,TN,6,H0TN06315 ,,Devora E.,Butler,Butler; Devora E.,,DEM,2777,,,,,,,
4466,Tennessee,TN,6,H0TN06265,,George T.,Erdel,Erdel; George T.,,DEM,817,,,,,,,
4467,Tennessee,TN,6,n/a,,,,,Party Votes:,DEM,31149,,,,,,,
4468,Tennessee,TN,6,H0TN06331,,Jim ,Boyd,Boyd; Jim ,,IND,,,,,2157,1.13%,,
4469,Tennessee,TN,6,H0TN06349 ,,David ,Purcell,Purcell; David ,,IND,,,,,1296,0.68%,,
4470,Tennessee,TN,6,H0TN04211,,Tommy N. ,Hay,Hay; Tommy N. ,,IND,,,,,1270,0.66%,,
4471,Tennessee,TN,6,H0TN06299,,Brandon E.,Gore,Gore; Brandon E.,,IND,,,,,1103,0.58%,,
4472,Tennessee,TN,6,H0TN06356,,Stephen R. ,Sprague,Sprague; Stephen R. ,,IND,,,,,596,0.31%,,
4473,Tennessee,TN,6,n/a,,,,,District Votes:,,111038,,,,191084,,,
4474,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4475,Tennessee,TN,7,H2TN06030,(I),Marsha ,Blackburn,Blackburn; Marsha ,,REP,97088,,,,158916,72.37%,,
4476,Tennessee,TN,7,n/a,,,,,Party Votes:,REP,97088,,,,,,,
4477,Tennessee,TN,7,H2TN07214,,Greg ,Rabidoux,Rabidoux; Greg ,,DEM,23235,,,,54347,24.75%,,
4478,Tennessee,TN,7,n/a,,,,,Party Votes:,DEM,23235,,,,,,,
4479,Tennessee,TN,7,H0TN07230 ,,J. W. (Bill) ,Stone,Stone; J. W. (Bill) ,,IND,,,,,6320,2.88%,,
4480,Tennessee,TN,7,n/a,,,,,District Votes:,,120323,,,,219583,,,
4481,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4482,Tennessee,TN,8,H0TN08246,,Stephen Lee,Fincher,Fincher; Stephen Lee,,REP,35024,,,,98759,58.99%,,
4483,Tennessee,TN,8,H0TN08261,,Ron ,Kirkland,Kirkland; Ron ,,REP,17637,,,,,,,
4484,Tennessee,TN,8,H0TN08287,,George  ,Flinn,Flinn; George  ,,REP,17308,,,,,,,
4485,Tennessee,TN,8,H0TN08303,,Randy ,Smith,Smith; Randy ,,REP,1546,,,,,,,
4486,Tennessee,TN,8,H0TN08337 ,,Ben ,Watts,Watts; Ben ,,REP,720,,,,,,,
4487,Tennessee,TN,8,H2TN08077,,James,Hart,Hart; James,,W(REP)/W,4,,,,9,0.01%,,
4488,Tennessee,TN,8,n/a,,,,,Party Votes:,REP,72239,,,,,,,
4489,Tennessee,TN,8,H0TN08253,,Roy,Herron,Herron; Roy,,DEM,27139,,,,64960,38.80%,,
4490,Tennessee,TN,8,H0TN08311 ,,Kimberlee E.,Smith,Smith; Kimberlee E.,,DEM,12971,,,,,,,
4491,Tennessee,TN,8,n/a,,,,,Party Votes:,DEM,40110,,,,,,,
4492,Tennessee,TN,8,H0TN08238,,Donn ,Janes,Janes; Donn ,,IND,,,,,2440,1.46%,,
4493,Tennessee,TN,8,H0TN08329 ,,Mark J. ,Rawles,Rawles; Mark J. ,,IND,,,,,1237,0.74%,,
4494,Tennessee,TN,8,n/a,,,,,District Votes:,,112349,,,,167405,,,
4495,Tennessee,TN,,n/a,,,,,,,,,,,,,,
4496,Tennessee,TN,9,H6TN09068,(I),Steve,Cohen,Cohen; Steve,,DEM,63402,,,,99827,74.00%,,
4497,Tennessee,TN,9,H0TN09046,,Willie W. ,Herenton,Herenton; Willie W. ,,DEM,17153,,,,,,,
4498,Tennessee,TN,9,n/a,,,,,Party Votes:,DEM,80555,,,,,,,
4499,Tennessee,TN,9,H0TN09061,,Charlotte ,Bergmann,Bergmann; Charlotte ,,REP,13295,,,,33879,25.11%,,
4500,Tennessee,TN,9,H0TN09095,,James,Harrell,Harrell; James,,REP,7165,,,,,,,
4501,Tennessee,TN,9,H0TN09053,,Kevin,Millen,Millen; Kevin,,REP,1199,,,,,,,
4502,Tennessee,TN,9,n/a,,,,,Party Votes:,REP,21659,,,,,,,
4503,Tennessee,TN,9,H0TN09087 ,,Sandra ,Sullivan,Sullivan; Sandra ,,IND,,,,,673,0.50%,,
4504,Tennessee,TN,9,H0TN09079,,Perry ,Steele,Steele; Perry ,,IND,,,,,528,0.39%,,
4505,Tennessee,TN,9,n/a,,,,,District Votes:,,102214,,,,134907,,,
4506,Tennessee,TN,H,n/a,,,,,Total State Votes:,,940002,,,,1559129,,,
4507,,,,n/a,,,,,,,,,,,,,,
4508,Texas,TX,1,H4TX04039,(I),Louie ,Gohmert,Gohmert; Louie ,,REP,54478,100.00%,,,129398,89.73%,,
4509,Texas,TX,1,n/a,,,,,Party Votes:,REP,54478,,,,,,,
4510,Texas,TX,1,H0TX01090,,Charles F. III,Parkes,Parkes; Charles F.; III,,LIB,*,,,,14811,10.27%,,
4511,Texas,TX,1,H6TX01220,,Donald,Perkison,Perkison; Donald,,LIB,,,,,,,,
4512,Texas,TX,1,n/a,,,,,District Votes:,,54478,,,,144209,,,
4513,Texas,TX,,n/a,,,,,,,,,,,,,,
4514,Texas,TX,2,H4TX02108,(I),Ted,Poe,Poe; Ted,,REP,39685,100.00%,,,130020,88.61%,,
4515,Texas,TX,2,n/a,,,,,Party Votes:,REP,39685,,,,,,,
4516,Texas,TX,2,H0TX02072,,David W.,Smith,Smith; David W.,,LIB,*,,,,16711,11.39%,,
4517,Texas,TX,2,n/a,,,,,District Votes:,,39685,,,,146731,,,
4518,Texas,TX,,n/a,,,,,,,,,,,,,,
4519,Texas,TX,3,H2TX03118,(I),Sam,Johnson,Johnson; Sam,,REP,40661,100.00%,,,101180,66.28%,,
4520,Texas,TX,3,n/a,,,,,Party Votes:,REP,40661,,,,,,,
4521,Texas,TX,3,H0TX03088,,John,Lingenfelder,Lingenfelder; John,,DEM,5306,100.00%,,,47848,31.34%,,
4522,Texas,TX,3,n/a,,,,,Party Votes:,DEM,5306,,,,,,,
4523,Texas,TX,3,H2TX27117,,Christopher J.,Claytor,Claytor; Christopher J.,,LIB,*,,,,3602,2.36%,,
4524,Texas,TX,3,H8TX03065,,Harry,Pierce,Pierce; Harry,,W,,,,,22,0.01%,,
4525,Texas,TX,3,n/a,,,,,District Votes:,,45967,,,,152652,,,
4526,Texas,TX,,n/a,,,,,,,,,,,,,,
4527,Texas,TX,4,H0TX04037,(I),Ralph M.,Hall,Hall; Ralph M.,,REP,39579,57.36%,,,136338,73.19%,,
4528,Texas,TX,4,H4TX04070,,Steve,Clark,Clark; Steve,,REP,20496,29.70%,,,,,,
4529,Texas,TX,4,H0TX04102,,John,Cooper,Cooper; John,,REP,3748,5.43%,,,,,,
4530,Texas,TX,4,H6TX04067,,Jerry Ray (Tea),Hall,Hall; Jerry Ray (Tea),,REP,3190,4.62%,,,,,,
4531,Texas,TX,4,H0TX04136,,Lou,Gigliotti,Gigliotti; Lou,,REP,1044,1.51%,,,,,,
4532,Texas,TX,4,H8TX04121,,Joshua,Kowert,Kowert; Joshua,,REP,947,1.37%,,,,,,
4533,Texas,TX,4,n/a,,,,,Party Votes:,REP,69004,,,,,,,
4534,Texas,TX,4,H8TX04139,,VaLinda,Hathcox,Hathcox; VaLinda,,DEM,13783,100.00%,,,40975,22.00%,,
4535,Texas,TX,4,n/a,,,,,Party Votes:,DEM,13783,,,,,,,
4536,Texas,TX,4,H0TX04110,,Jim D.,Prindle,Prindle; Jim D.,,LIB,*,,,,4729,2.54%,,
